graph_id,num_nodes,num_edges,label,aggregated_features
471,11,10,2,"[0.9881019592285156, 0.9946452379226685, 0.9883756637573242, 0.9964934587478638, 0.00946891400963068, 0.0033833656925708055, -0.0003873548121191561, -0.002950131194666028, -0.0017728584352880716, -0.001452272990718484, 0.0049451254308223724]"
471,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
342,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
342,9,8,1,"[1.0025323629379272, 0.9934194087982178, 0.9906936287879944, 0.9915670156478882, -0.020226504653692245, 0.01609879732131958, 0.008060271851718426, -0.0019649011082947254, 0.005021189339458942]"
342,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
109,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,10,9,0,"[1.0031542778015137, 1.0132502317428589, 1.0215153694152832, 1.0069580078125, 0.019834410399198532, 0.012439320795238018, -0.006917906459420919, -0.00414917292073369, 0.0017833816818892956, -0.01497553288936615]"
109,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
65,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,10,9,0,"[0.9890041351318359, 1.015860676765442, 1.0135862827301025, 1.003251075744629, 0.015810348093509674, -0.0038245536852627993, 0.003396715736016631, -0.0049484241753816605, 0.011804774403572083, 0.013715026900172234]"
65,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
174,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
174,10,9,0,"[0.9814003109931946, -0.01898147352039814, 0.00259209843352437, 0.0005563744925893843, -0.002956140786409378, 0.00432985695078969, 0.01178652048110962, 0.002462071366608143, -0.020207475870847702, 0.004573425743728876]"
174,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
511,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
511,11,10,2,"[0.9923561215400696, 1.013628363609314, 1.0010074377059937, 0.9908125996589661, 0.00035654916428029537, -0.0036778810899704695, 0.0055062598548829556, 0.011226728558540344, -0.009214410558342934, -0.003888504346832633, 0.0028469087556004524]"
511,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
619,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
619,11,10,2,"[0.9808219075202942, 0.9813281297683716, 0.9973474740982056, 1.0098605155944824, 1.0305343866348267, 0.9941315650939941, -0.00016434270946774632, -0.004839639645069838, -0.000966709281783551, -0.012449027970433235, -0.014709730632603168]"
619,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
433,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
433,9,8,1,"[0.9917312264442444, 0.9917169213294983, 1.0171765089035034, 0.9900683760643005, 0.01127565000206232, -0.022786207497119904, -0.00472497520968318, -0.003470412688329816, -0.01167814340442419]"
433,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
533,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
533,11,10,2,"[1.0210524797439575, 1.0219056606292725, 1.003890037536621, 1.0027806758880615, -0.00797999370843172, -0.015798529610037804, 0.007502898573875427, 0.008755570277571678, 0.013783319853246212, 0.002297394210472703, 0.004066595807671547]"
533,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
192,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
192,10,9,0,"[1.0209503173828125, 0.0004607953305821866, -0.007209386210888624, 0.008383993059396744, -0.0032119639217853546, 0.006367317400872707, 0.009285611100494862, -0.00582527881488204, -0.02929227240383625, 0.006925281137228012]"
192,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
258,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
258,9,8,1,"[0.9948782324790955, 1.0042264461517334, 1.0087167024612427, 0.9850830435752869, -0.014005403965711594, 0.016826855018734932, 0.0014069780008867383, 0.0007714329985901713, -0.012905492447316647]"
258,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
436,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
436,9,8,1,"[1.0155448913574219, -0.0023080003447830677, 0.008101971819996834, 0.019451450556516647, -0.0025288902688771486, -0.012695381417870522, 0.0019581883680075407, -0.0028499015606939793, -0.01177165936678648]"
436,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
647,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
647,11,10,2,"[0.9954038858413696, 1.01129949092865, 1.0108612775802612, 0.9966618418693542, -0.020417630672454834, 0.011614699847996235, 0.0015184263465926051, -0.0121774822473526, -0.0018496321281418204, 0.01827424205839634, 0.019810831174254417]"
647,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
386,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
386,9,8,1,"[0.9923862814903259, -0.007947412319481373, -0.0054762521758675575, -0.0012398079270496964, -0.0002961298741865903, 0.005578427109867334, 0.0097513971850276, -0.006328729912638664, 0.015098023228347301]"
386,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
477,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
477,11,10,2,"[1.0070677995681763, -0.010224700905382633, 0.0015909443609416485, -0.0019230014877393842, 0.004958232399076223, -0.0010779814328998327, -0.008940190076828003, -0.02241983450949192, -0.013545633293688297, -0.006494973320513964, 0.015450657345354557]"
477,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
454,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
454,9,8,1,"[1.0054875612258911, 0.9855512380599976, 0.9809269309043884, 0.986128032207489, 0.985366940498352, 0.9970974326133728, 0.9899798035621643, 0.9989052414894104, 0.008116310462355614]"
454,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
563,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
563,11,10,2,"[1.0011019706726074, 0.994697630405426, 1.015955924987793, 1.0060256719589233, 1.0013786554336548, 0.9973635077476501, 0.0025854487903416157, 0.007175780367106199, -0.001486880355514586, 0.00537258991971612, 0.004389469046145678]"
563,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
734,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
734,11,10,2,"[1.002034068107605, 1.0040359497070312, 1.0029284954071045, 1.0072132349014282, 0.01178727112710476, 0.003921767231076956, 0.010913747362792492, 0.003935001324862242, 0.01253342255949974, 0.009702455252408981, -0.0024254489690065384]"
734,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
776,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
776,11,10,2,"[1.0005683898925781, 1.0037740468978882, 1.016628623008728, 1.0009968280792236, 0.0016145504778251052, -0.004098145756870508, 0.006284328177571297, 0.0069008744321763515, -0.0026820837520062923, 0.0032212298829108477, 0.002409880980849266]"
776,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
740,11,10,2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
740,11,10,2,"[0.9981040954589844, 0.983812689781189, 0.9945681691169739, 0.9789220094680786, 1.0052952766418457, 1.003501057624817, 1.005176305770874, 0.9777185320854187, -0.006032735109329224, -0.00486241839826107, 0.004049895331263542]"
740,11,10,2,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
255,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
255,9,8,1,"[0.9989112615585327, 1.0033268928527832, 0.9995197057723999, 1.0075843334197998, 0.9950708150863647, 0.9950591921806335, -0.011687569320201874, -0.005741915199905634, 0.009169444441795349]"
255,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
423,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
423,9,8,1,"[1.0023545026779175, 0.005253841169178486, 0.00871256459504366, 0.005939774215221405, -0.0029945133719593287, 0.012465584091842175, 0.010361689142882824, 0.007017811294645071, 0.009203768335282803]"
423,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
344,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
344,9,8,1,"[0.9923185110092163, 0.9961341619491577, 1.017184853553772, 1.0033416748046875, 0.9967804551124573, 1.003389835357666, 0.9876606464385986, 1.022143006324768, 0.02647077478468418]"
344,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
388,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
388,9,8,1,"[1.0109199285507202, 1.0046758651733398, 1.0172851085662842, 1.0102852582931519, 1.0039104223251343, 0.9812153577804565, 1.006127953529358, 0.9850247502326965, -0.001911525265313685]"
388,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
140,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
140,10,9,0,"[1.0235347747802734, 0.9958212375640869, 0.9902365207672119, 1.0022820234298706, 0.012029741890728474, 0.005822378676384687, -0.00799157191067934, 0.009641366079449654, -0.012133348733186722, -0.006179706193506718]"
140,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
311,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
311,9,8,1,"[0.9931153655052185, 1.020105242729187, 1.0041576623916626, 0.9948934316635132, 1.0048025846481323, 1.0087751150131226, 0.014917868189513683, -0.012756168842315674, 0.013206901028752327]"
311,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
629,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
629,11,10,2,"[1.021749496459961, 1.0041266679763794, 1.0238940715789795, 0.9918282628059387, -0.0052204374223947525, -0.008129552938044071, -0.01887926086783409, 0.006669749040156603, -0.0008082051645033062, 0.0008886462892405689, -0.005080229137092829]"
629,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
352,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
352,9,8,1,"[1.0046706199645996, 0.9896847009658813, 0.9930402040481567, 1.0028653144836426, 1.0088061094284058, 1.0081567764282227, 1.0020081996917725, 0.997581422328949, -0.010272925719618797]"
352,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
445,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
445,9,8,1,"[0.9888795018196106, 1.0035117864608765, 0.9917818307876587, 1.0061755180358887, 0.001382271759212017, 0.003236458171159029, -0.003615712746977806, 0.004858874715864658, -0.00491466885432601]"
445,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
203,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
203,9,8,1,"[0.9959607720375061, 1.0133756399154663, 1.0129003524780273, 1.007636308670044, -0.0028201728127896786, 0.012152647599577904, 0.003452993929386139, 0.0009028708445839584, 0.01687769591808319]"
203,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
88,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,10,9,0,"[1.0054540634155273, 0.9957026839256287, 0.9952077865600586, 1.0075433254241943, -0.0018222486833110452, -0.001000759075395763, -0.001555096823722124, -0.012384607456624508, -0.00201599788852036, -0.008442305959761143]"
88,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
161,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
161,10,9,0,"[0.9993314743041992, 1.0046693086624146, 0.9769806265830994, 0.9946790337562561, -0.0005005972343496978, -0.0023899332154542208, 0.009116634726524353, -0.013082534074783325, 0.011995124630630016, -0.011573274619877338]"
161,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
189,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
189,10,9,0,"[1.003492832183838, -0.0038844002410769463, -0.0001564263948239386, 0.005890439730137587, -0.0014917057706043124, -0.009401253424584866, 0.003516534809023142, 0.01565670780837536, -0.0035661549773067236, 0.012490127235651016]"
189,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
221,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
221,9,8,1,"[0.9993903040885925, -0.007334727328270674, 0.006579993292689323, 0.0017676944844424725, 0.012315312400460243, -0.0024464516900479794, -0.002613665768876672, -0.006651649717241526, -0.012871595099568367]"
221,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
169,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
169,10,9,0,"[1.0027902126312256, 0.9928348660469055, 0.9901544451713562, 1.0058809518814087, -0.024475857615470886, 0.0022208967711776495, 0.007461311761289835, 0.0005035825888626277, -0.007114997133612633, -0.008675037883222103]"
169,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
303,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
303,9,8,1,"[1.0000263452529907, 0.9870994687080383, 0.9881325364112854, 1.0076169967651367, -0.000787181023042649, -0.009648248553276062, 0.012843236327171326, -0.0007800678140483797, 0.001725953072309494]"
303,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
802,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
802,11,10,2,"[0.9980432391166687, 0.982614278793335, 0.999747097492218, 0.9971399903297424, 0.004092562478035688, -0.013153502717614174, 0.0003309368039481342, -0.02128463238477707, 0.005083132069557905, 0.0026601089630275965, -0.015013729222118855]"
802,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
181,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
181,10,9,0,"[1.0006084442138672, -0.019468452781438828, 0.01908300630748272, 0.014141019433736801, 0.0017441943055018783, -0.01916949264705181, 0.01608472876250744, -0.012653670273721218, 0.01724318414926529, 0.005765808280557394]"
181,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
720,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
720,11,10,2,"[1.0040677785873413, 1.0073792934417725, 1.0056843757629395, 1.0123515129089355, 0.006088750436902046, 0.004539504647254944, -0.009158479049801826, -0.00762853492051363, 0.00021768298756796867, 0.009323625825345516, -0.0014942740090191364]"
720,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
609,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
609,11,10,2,"[1.0112740993499756, 1.0014665126800537, 1.0140869617462158, 1.009880542755127, 0.002679455326870084, 0.015802206471562386, 0.004688560031354427, -0.0009742007241584361, 0.0001421198103344068, -0.011369246989488602, -0.002845137845724821]"
609,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
4,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4,10,9,0,"[0.9976831078529358, 1.0066492557525635, 1.0085201263427734, 1.0081026554107666, 0.991150975227356, 0.004401261918246746, 0.0025440528988838196, -0.0003439240681473166, 0.0024652457796037197, -0.013608526438474655]"
4,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
139,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
139,10,9,0,"[0.9966811537742615, 1.0216821432113647, 0.993808388710022, 0.9950004816055298, -0.0008468854357488453, -0.016936087980866432, -0.009631676599383354, 0.01656661182641983, 0.008515558205544949, 0.020352598279714584]"
139,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
528,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
528,11,10,2,"[1.0034403800964355, -0.000960411096457392, -0.012976154685020447, -0.008029862307012081, 0.004303863272070885, -0.020978648215532303, -0.002666923450306058, -0.0011946902377530932, 0.014229350723326206, -0.00215091067366302, -0.005140669643878937]"
528,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
49,10,9,0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,10,9,0,"[0.9975826740264893, 0.9887826442718506, 1.0088484287261963, 1.0017324686050415, 0.01661498285830021, 0.016112644225358963, 0.00977368839085102, 0.010578329674899578, -0.01062353141605854, 0.011156735941767693]"
49,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
25,10,9,0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
25,10,9,0,"[0.9896488785743713, 0.9959757328033447, 0.9898282885551453, 1.0027238130569458, 0.990504801273346, 0.9812873601913452, 0.007346258964389563, -0.003891542786732316, -0.0028096032328903675, -1.9657765733427368e-05]"
25,10,9,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
494,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
494,11,10,2,"[0.9986240863800049, 0.9947460889816284, 0.9931256175041199, 0.9902071356773376, 0.013921871781349182, -0.009689733386039734, 0.0018545165657997131, 0.009981063194572926, -0.0021969499066472054, 0.00024389245663769543, -0.0003245191473979503]"
494,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
286,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
286,9,8,1,"[1.0166257619857788, -0.019510803744196892, -0.010358910076320171, -0.004786133766174316, 0.006306633818894625, -0.007684740237891674, 0.00486947363242507, 0.013339242897927761, 0.015628360211849213]"
286,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
650,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
650,11,10,2,"[1.0045115947723389, -0.008517411537468433, -0.01753297448158264, -0.022635197266936302, -0.002041830448433757, -0.018417108803987503, -0.014429770410060883, -0.00022976229956839234, -0.005585024133324623, 0.0030289525166153908, -0.010283934883773327]"
650,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
464,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
464,9,8,1,"[0.9999045729637146, 0.9971970319747925, 1.0010675191879272, 1.0095545053482056, 0.997198760509491, 0.9917417764663696, -0.003768777707591653, -0.009556706063449383, -0.01191195659339428]"
464,9,8,1,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
314,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
314,9,8,1,"[1.0059623718261719, 0.006841823924332857, 0.0008962218998931348, 0.007212760392576456, -0.01046729926019907, -0.005517804995179176, -0.004807563964277506, 2.2967664335737936e-05, 0.000676722964271903]"
314,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
440,9,8,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
440,9,8,1,"[0.9990556240081787, 0.9851201772689819, 0.9985679984092712, 1.008532166481018, 0.02504824846982956, 0.016879934817552567, 0.015781985595822334, -0.0023851976729929447, 0.004563792143017054]"
440,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
129,10,9,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
129,10,9,0,"[1.0010188817977905, -0.009081845171749592, -0.01274812314659357, 0.015591621398925781, -0.006375790107995272, -0.003052914747968316, 0.008594914339482784, 0.020476648584008217, -0.00992027297616005, 8.399518264923245e-05]"
129,10,9,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
751,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
751,11,10,2,"[0.9912014007568359, 0.9947037696838379, 1.0241137742996216, 0.9855721592903137, -0.01199874933809042, 0.009269744157791138, 0.0098299914970994, -0.005468154326081276, 0.0018702001543715596, -0.013843338005244732, -0.012581833638250828]"
751,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
645,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
645,11,10,2,"[0.9940317273139954, 1.0044020414352417, 0.9944943189620972, 0.9926427602767944, -0.002335468539968133, 0.0038775436114519835, 0.013582810759544373, -0.013754389248788357, -0.013371339999139309, 0.0032313682604581118, -0.008194571360945702]"
645,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
323,9,8,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
323,9,8,1,"[0.9998489618301392, -0.0029744538478553295, -0.012924225069582462, -0.01782931387424469, 0.01314846333116293, -0.00740603543817997, -0.004519491922110319, -0.00771538820117712, -0.005432528909295797]"
323,9,8,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
289,9,8,1,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
289,9,8,1,"[0.9904839992523193, 0.9909242987632751, 0.9965639710426331, 1.0012383460998535, 1.0139871835708618, 1.0018560886383057, 1.0040323734283447, 1.010820984840393, 0.0021928176283836365]"
289,9,8,1,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
739,11,10,2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
739,11,10,2,"[1.0086826086044312, 0.0010533452732488513, -0.01371905766427517, -0.018932955339550972, 0.003858112497255206, -0.0036145735066384077, 0.005628723185509443, 0.01462574303150177, 0.014725398272275925, -0.006314036902040243, -0.0067688957788050175]"
739,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
687,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
687,11,10,2,"[0.9879962205886841, 0.9962377548217773, 0.998318612575531, 1.0039010047912598, -0.004657194018363953, -0.012280486524105072, -0.0011144053423777223, 0.009544037282466888, -0.0042584361508488655, -0.016970764845609665, -0.003838280448690057]"
687,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
546,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
546,11,10,2,"[1.0012716054916382, 0.990024209022522, 1.0133838653564453, 0.9972481727600098, 0.0037782208528369665, 0.0014542128192260861, -0.00010225397272733971, 0.008328410796821117, 0.008340021595358849, 0.012305405922234058, -0.003680403111502528]"
546,11,10,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
526,11,10,2,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
526,11,10,2,"[0.9983406662940979, 0.9941304922103882, 1.0129165649414062, 0.9960391521453857, 0.0051400139927864075, -0.004480128176510334, 0.01943356730043888, 0.008002176880836487, -0.0021316714119166136, 0.01449017133563757, -0.006217675749212503]"
